upper bound H from error
2,3,4
1.3999999999999999,3.3219280948873622,3.5849625007211561
1.3999999999999999,3.3219280948873622,3.5849625007211561
1.2,3.3219280948873622,3.5849625007211561
1.0,3.3219280948873622,3.5849625007211561
1.2,3.3219280948873622,3.5849625007211561
1.3999999999999999,3.3219280948873622,3.5849625007211561
1.0,3.3219280948873622,3.5849625007211561
1.6000000000000001,3.3219280948873622,3.5849625007211561
1.2,3.3219280948873622,3.5849625007211561
1.2,3.3219280948873622,3.5849625007211561
