n,mean,std
32273,1.19213408306,1.50928512993
40140,0.456114224293,0.84647815458
44474,0.210738877366,0.5547477104
47092,0.120197280035,0.427276996321
48957,0.0827651816372,0.358452267286
50346,0.0595828546183,0.304544408879
51427,0.0458744868295,0.27285561605
52256,0.034822399526,0.238662740508
52924,0.0279370995146,0.216608387115

error from table
1.58004393994
0.602884349503
0.283534920657
0.167796463789
0.118922
0.085633749139
0.0615293052667
0.0449819688871
0.0364864369692
