n,mean,std
325,0.783414234135,0.753393142906
434,0.515682895202,0.680247310428
528,0.369578711846,0.605833573643
590,0.228135996121,0.528402459608
628,0.136199152624,0.443208724144
658,0.105055699507,0.42272630381
675,0.065242827618,0.396454387887
688,0.0540164961528,0.407672048371
698,0.0458814535314,0.427093345083

H from table
0.867935733415
0.624494407045
0.455587480847
0.29610468105
0.140575919736
0.109656503782
0.0634808310939
0.0501891573577
0.0418686976183
