n,mean,std
30560,0.59779432059,1.01915859946
31669,0.074119159651,0.333097587384
31876,0.0132573544721,0.127746020319
31927,0.0033702965502,0.0662725241046
31946,0.00140611819161,0.0498555293065
31957,0.000941314405854,0.0484066852197
31967,0.000929906329144,0.0521563359698
31970,0.000534508002361,0.0528543305337
31973,0.000565734239374,0.0582025356256

H from table
0.807108156766
0.0913808851669
0.0158269
0.0040199825374
0.001602611
0.00096154
0.0007893
0.0002737
0.000273744
